time,in,out,customer,line
2023-01-12 16:00:00,118.09,158.37,A,65
2023-01-12 18:00:00,238.09,37.27,A,65
2023-01-12 20:00:00,225.04,0.0,A,65
2023-01-12 22:00:00,224.99,0.0,A,65
2023-01-13 00:00:00,224.78,0.0,A,65
2023-01-13 02:00:00,224.61,0.0,A,65
2023-01-13 04:00:00,224.78,0.0,A,65
2023-01-13 06:00:00,224.69,0.0,A,65
2023-01-13 08:00:00,224.96,0.0,A,65
2023-01-13 10:00:00,224.74,0.0,A,65
2023-01-13 12:00:00,224.77,0.0,A,65
2023-01-13 14:00:00,227.11,2.02,A,65
2023-01-13 16:00:00,456.04,2294.25,A,65
2023-01-13 18:00:00,1577.85,3989.33,A,65
2023-01-13 20:00:00,1782.07,283.35,A,65
2023-01-13 22:00:00,1699.53,282.99,A,65
2023-01-14 00:00:00,1695.06,283.84,A,65
2023-01-14 02:00:00,1680.03,283.99,A,65
2023-01-14 04:00:00,1666.37,284.43,A,65
2023-01-14 06:00:00,1623.46,284.92,A,65
2023-01-14 08:00:00,1629.89,284.32,A,65
2023-01-14 10:00:00,2488.82,284.32,A,65
2023-01-14 12:00:00,1490.59,284.61,A,65
2023-01-14 14:00:00,11833.83,283.99,A,65
2023-01-14 16:00:00,2075435.44,284.57,A,65
2023-01-14 18:00:00,11965299.46,276.97,A,65
2023-01-14 20:00:00,1934885.37,261.81,A,65
2023-01-14 22:00:00,704.14,284.84,A,65
2023-01-15 00:00:00,703.92,284.66,A,65
2023-01-15 02:00:00,703.63,283.76,A,65
2023-01-15 04:00:00,703.86,284.31,A,65
2023-01-15 06:00:00,704.55,284.86,A,65
2023-01-15 08:00:00,1419123.89,284.98,A,65
2023-01-15 10:00:00,6356857.74,27973.3,A,65
2023-01-15 12:00:00,6769789.08,361615.01,A,65
2023-01-15 14:00:00,4363011.89,229232.72,A,65
2023-01-15 16:00:00,6211336.11,266989.28,A,65
2023-01-15 18:00:00,9217132.27,422971.95,A,65
2023-01-15 20:00:00,1570714.49,66910.12,A,65
2023-01-15 22:00:00,759.05,3510.01,A,65
2023-01-16 00:00:00,760.36,3511.34,A,65
2023-01-16 02:00:00,760.03,3510.93,A,65
2023-01-16 04:00:00,759.05,3510.03,A,65
2023-01-16 06:00:00,759.83,3510.79,A,65
2023-01-16 08:00:00,1901.02,20076.31,A,65
2023-01-16 10:00:00,13479.93,179443.21,A,65
2023-01-16 12:00:00,6931.33,97940.87,A,65
2023-01-16 14:00:00,15740.81,168097.12,A,65
2023-01-16 16:00:00,15780.24,85383.77,A,65
2023-01-16 18:00:00,1318.41,7912.11,A,65
2023-01-16 20:00:00,775.13,3533.38,A,65
2023-01-16 22:00:00,772.78,3528.72,A,65
2023-01-17 00:00:00,773.4,3529.35,A,65
2023-01-17 02:00:00,775.46,3531.39,A,65
2023-01-17 04:00:00,773.09,3529.01,A,65
2023-01-17 06:00:00,774.68,3530.58,A,65
2023-01-17 08:00:00,774.31,3530.46,A,65
2023-01-17 10:00:00,800.7,4310.3,A,65
2023-01-17 12:00:00,808.94,4479.42,A,65
2023-01-17 14:00:00,772.65,3528.58,A,65
2023-01-17 16:00:00,774.27,3530.16,A,65
2023-01-17 18:00:00,770.18,3525.12,A,65
2023-01-17 20:00:00,760.18,3513.33,A,65
2023-01-17 22:00:00,759.16,3511.89,A,65
2023-01-18 00:00:00,759.65,3512.65,A,65
2023-01-18 02:00:00,759.28,3513.15,A,65
2023-01-18 04:00:00,749.73,3498.13,A,65
2023-01-18 06:00:00,759.49,3509.29,A,65
2023-01-18 08:00:00,760.25,3513.7,A,65
2023-01-18 10:00:00,759.98,3514.68,A,65
2023-01-18 12:00:00,759.67,3512.77,A,65
2023-01-18 14:00:00,759.43,3512.51,A,65
2023-01-18 16:00:00,759.4,3512.48,A,65
2023-01-18 18:00:00,759.53,3512.63,A,65
2023-01-18 20:00:00,758.9,3512.0,A,65
2023-01-18 22:00:00,757.9,3505.44,A,65
2023-01-19 00:00:00,758.51,3502.98,A,65
2023-01-19 02:00:00,758.84,3511.99,A,65
2023-01-19 04:00:00,759.38,3512.47,A,65
2023-01-19 06:00:00,759.64,3512.73,A,65
2023-01-19 08:00:00,759.76,3512.86,A,65
2023-01-19 10:00:00,759.44,3512.52,A,65
2023-01-19 12:00:00,760.08,3513.18,A,65
2023-01-19 14:00:00,759.64,3512.73,A,65
2023-01-19 16:00:00,759.6,3512.7,A,65
2023-01-19 18:00:00,757.87,3510.79,A,65
2023-01-19 20:00:00,758.03,3510.44,A,65
2023-01-19 22:00:00,759.46,3512.56,A,65
2023-01-20 00:00:00,757.74,3510.83,A,65
2023-01-20 02:00:00,759.22,3512.35,A,65
2023-01-20 04:00:00,758.62,3511.7,A,65
2023-01-20 06:00:00,759.42,3512.52,A,65
2023-01-20 08:00:00,758.83,3511.99,A,65
2023-01-20 10:00:00,759.57,3512.96,A,65
2023-01-20 12:00:00,758.21,3511.24,A,65
2023-01-20 14:00:00,746.96,3497.54,A,65
2023-01-20 16:00:00,754.18,3494.9,A,65
2023-01-20 18:00:00,759.36,3512.69,A,65
2023-01-20 20:00:00,760.77,3513.79,A,65
2023-01-20 22:00:00,759.21,3512.3,A,65
2023-01-21 00:00:00,759.15,3512.25,A,65
2023-01-21 02:00:00,759.81,3513.01,A,65
2023-01-21 04:00:00,759.85,3512.96,A,65
2023-01-21 06:00:00,759.88,3512.99,A,65
2023-01-21 08:00:00,754.55,3509.8,A,65
2023-01-21 10:00:00,755.51,3509.68,A,65
2023-01-21 12:00:00,759.43,3512.54,A,65
2023-01-21 14:00:00,758.69,3511.69,A,65
2023-01-21 16:00:00,758.88,3511.66,A,65
2023-01-21 18:00:00,759.18,3512.27,A,65
2023-01-21 20:00:00,758.24,3511.35,A,65
2023-01-21 22:00:00,759.57,3512.66,A,65
2023-01-22 00:00:00,760.03,3513.13,A,65
2023-01-22 02:00:00,753.07,3509.64,A,65
2023-01-22 04:00:00,749.34,3485.25,A,65
2023-01-22 06:00:00,759.99,3512.5,A,65
2023-01-22 08:00:00,760.42,3513.56,A,65
2023-01-22 10:00:00,760.08,3513.4,A,65
2023-01-22 12:00:00,759.08,3512.17,A,65
2023-01-22 14:00:00,759.18,3512.27,A,65
